id,siteID,year,first_ice,freezeup,unsafe_boat,safe_man,safe_veh,type_veh,remarks,,
1075,228,1998,11/18/1998,\N,12/18/1998,12/22/1998,12/25/1998,snowmachine,,,
1076,228,2000,\N,\N,12/14/2000,2/18/2000,\N,,,,
1077,322,1974,9/29/1974,\N,10/2/1974,10/26/1974,11/19/1974,jeep,,,
1078,322,1975,10/8/1975,\N,10/15/1975,11/7/1975,11/14/1975,jeep,,,
1079,322,1977,10/14/1977,\N,10/20/1977,11/1/1977,11/2/1977,snowmachine,,,
1080,322,1978,10/2/1978,\N,10/5/1978,11/10/1978,11/12/1978,snowmachine,,,
1081,194,1948,10/22/1948,\N,\N,11/18/1948,\N,,,,
1082,194,1949,10/11/1949,\N,\N,12/18/1949,\N,,,,
1083,194,1952,10/20/1952,\N,\N,12/3/1952,\N,,,,
1084,194,1953,10/15/1953,\N,\N,11/30/1953,\N,,,,
1085,194,1970,9/17/1970,\N,\N,11/17/1970,11/25/1970,snowmachine,,,
1086,194,1971,10/25/1971,\N,\N,11/10/1971,11/24/1971,snowmachine,,,
1087,194,1972,9/23/1972,\N,\N,12/8/1972,12/15/1972,snowmachine,,,
1088,194,1973,10/14/1973,\N,10/23/1973,\N,11/16/1973,snowmachine,,,
1089,194,1974,10/3/1974,\N,\N,12/31/1974,1/13/1974,snowmachine,,,
1090,194,1975,10/20/1975,\N,\N,11/2/1975,11/6/1975,snowmachine,,,
1091,194,1977,10/19/1977,\N,\N,11/16/1977,12/7/1977,snowmachine,,,
1092,194,1985,10/18/1985,\N,10/19/1985,\N,\N,,,,
1093,194,1990,10/15/1990,\N,10/16/1990,\N,\N,,,,
1094,194,2002,11/9/2002,\N,11/9/2002,\N,\N,,,,
1095,376,1956,\N,\N,\N,10/15/1956,\N,,,,
1096,376,1957,10/11/1957,\N,\N,\N,\N,,,,
1097,376,1958,10/3/1958,\N,\N,\N,\N,,,,
1098,376,1959,10/3/1959,\N,\N,11/15/1959,\N,,,,
1099,376,1960,10/15/1960,\N,\N,\N,\N,,,,
1100,376,1961,10/12/1961,\N,\N,\N,\N,,,,
1101,376,1962,9/20/1962,\N,\N,\N,\N,,,,
1102,376,1964,10/17/1964,\N,\N,\N,\N,,,,
1103,376,1965,10/9/1965,\N,\N,\N,\N,,,,
1104,376,1972,10/2/1972,\N,\N,\N,\N,,,,
1105,376,1973,10/25/1973,\N,\N,\N,\N,,,,
1106,376,1974,10/5/1974,\N,\N,\N,\N,,,,
1107,376,1987,11/2/1987,\N,10/28/1987,\N,\N,,,,
1108,376,1989,10/20/1989,\N,10/20/1989,\N,\N,,,,
1109,376,1990,10/12/1990,\N,10/12/1990,\N,\N,,,,
1110,376,1993,10/17/1993,\N,10/19/1993,\N,\N,,,,
1111,376,1994,10/13/1994,\N,10/17/1994,\N,\N,,,,
1112,376,1996,10/4/1996,\N,10/15/1996,\N,\N,,,,
1113,378,1985,10/15/1985,\N,10/19/1985,10/19/1985,11/26/1985,snowmachine,,,
1114,378,1986,10/7/1986,\N,10/19/1986,11/7/1986,12/1/1986,snowmachine,,,
1115,378,1987,10/28/1987,\N,10/29/1987,11/10/1987,11/16/1987,snowmachine,,,
1116,378,1989,10/14/1989,\N,10/20/1989,11/7/1989,11/9/1989,snowmachine,,,
1117,378,1990,10/13/1990,\N,10/15/1990,11/8/1990,11/12/1990,snowmachine,,,
1118,378,1993,10/20/1993,\N,10/20/1993,12/3/1993,12/11/1993,snowmachine,,,
1119,379,1911,\N,\N,\N,11/4/1911,\N,,,,
1120,379,1912,\N,\N,\N,\N,\N,,,,
1121,379,1913,\N,\N,\N,\N,\N,,,,
1122,379,1914,\N,\N,\N,11/7/1914,\N,,,,
1123,379,1915,\N,\N,\N,10/15/1915,\N,,,,
1124,379,1916,\N,\N,\N,\N,\N,,,,
1125,379,1917,\N,\N,\N,\N,\N,,,,
1126,379,1934,\N,\N,\N,10/28/1934,\N,,,,
1127,379,1935,\N,\N,\N,10/23/1935,\N,,,,
1128,379,1936,\N,\N,\N,11/15/1936,\N,,,,
1129,379,1937,\N,\N,\N,11/1/1937,\N,,,,
1130,379,1938,\N,\N,\N,11/2/1938,\N,,,,
1131,379,1939,\N,\N,\N,10/14/1939,\N,,,,
1132,379,1940,\N,\N,\N,10/21/1940,\N,,,,
1133,379,1941,\N,\N,\N,10/14/1941,\N,,,,
1134,379,1942,\N,\N,\N,11/2/1942,\N,,,,
1135,379,1943,\N,\N,\N,10/29/1943,\N,,,,
1136,379,1947,10/10/1947,\N,\N,11/9/1947,\N,,,,
1137,379,1948,10/11/1948,\N,\N,10/20/1948,\N,,,,
1138,379,1949,10/12/1949,\N,\N,10/30/1949,\N,,,,
1139,379,1950,10/10/1950,\N,\N,11/1/1950,10/16/1950,,,,
1140,379,1951,\N,\N,\N,10/7/1951,\N,,,,
1141,379,1952,\N,\N,\N,10/20/1952,\N,,,,
1142,379,1953,10/5/1953,\N,\N,10/28/1953,\N,,,,
1143,379,1954,10/14/1954,\N,\N,11/8/1954,\N,,,,
1144,379,1955,10/13/1955,\N,\N,10/31/1955,\N,,,,
1145,379,1956,10/9/1956,\N,\N,\N,\N,,,,
1146,379,1960,10/20/1960,\N,\N,\N,\N,,,,
1147,379,1961,10/15/1961,\N,\N,\N,\N,,,,
1148,379,1963,10/12/1963,\N,10/10/1963,10/31/1963,11/10/1963,,,,
1149,379,1983,9/23/1983,\N,9/29/1983,11/3/1983,12/20/1983,snowmachine,,,
1150,379,1984,10/10/1984,\N,10/15/1984,11/8/1984,11/8/1984,snowmachine,,,
1151,379,1985,10/19/1985,\N,10/20/1985,11/3/1985,11/3/1985,snowmachine,,,
1152,379,1986,9/23/1986,\N,10/7/1986,10/18/1986,10/31/1986,snowmachine,,,
1153,379,1987,10/19/1987,\N,10/28/1987,11/15/1987,11/15/1987,snowmachine,,,
1154,379,1988,10/2/1988,\N,10/5/1988,11/14/1988,11/14/1988,snowmachine,,,
1155,379,1989,10/13/1989,\N,10/21/1989,11/10/1989,11/10/1989,snowmachine,,,
1156,379,1990,10/14/1990,\N,10/14/1990,11/8/1990,11/8/1990,snowmachine,,,
1157,379,1992,\N,\N,10/14/1992,10/26/1992,10/26/1992,snowmachine,, obs. said it came very early\, one of the earliest in river history.
1158,379,1993,10/22/1993,\N,10/24/1993,11/20/1993,11/20/1993,snowmachine,,,
1159,379,1994,10/10/1994,\N,10/12/1994,\N,11/9/1994,snowmachine,,,
1160,379,1995,10/15/1995,\N,10/18/1995,10/20/1995,10/20/1995,snowmachine,,,
1161,379,1996,10/4/1996,\N,10/8/1996,10/15/1996,10/15/1996,snowmachine,, 10-12 freeze-up,
1162,379,1997,9/18/1997,\N,10/5/1997,10/20/1997,10/20/1997,snowmachine,,,
1163,379,1998,10/6/1998,\N,10/7/1998,\N,\N,,,,
1164,379,2002,10/10/2002,\N,11/5/2002,12/1/2002,12/12/2002,snowmachine,,,
1165,382,1960,10/9/1960,\N,10/9/1960,11/14/1960,11/20/1960,car,,,
1166,382,1961,10/7/1961,\N,10/7/1961,11/2/1961,11/3/1961,car,,,
1167,382,1962,10/22/1962,\N,10/25/1962,11/10/1962,11/23/1962,car,,,
1168,382,1963,10/19/1963,\N,10/25/1963,11/7/1963,11/7/1963,,,,
1169,382,1964,10/18/1964,\N,10/19/1964,11/13/1964,10/22/1964,,,,
1170,382,1965,10/8/1965,\N,10/9/1965,10/24/1965,11/2/1965,car,,,
1171,382,1966,10/12/1966,\N,10/13/1966,10/23/1966,10/29/1966,,,,
1172,382,1967,10/16/1967,\N,10/19/1967,11/22/1967,12/1/1967,,,,
1173,382,1969,11/2/1969,\N,10/21/1969,11/10/1969,11/11/1969,,,,
1174,382,1970,10/20/1970,\N,\N,\N,11/12/1970,,,,
1175,382,1971,11/25/1971,\N,\N,11/28/1971,11/28/1971,,,,
1176,382,1972,10/1/1972,\N,2/10/1972,11/5/1972,12/22/1972,,,,
1177,382,1977,10/14/1977,\N,10/18/1977,11/4/1977,11/9/1977,,,,
1178,382,1981,11/15/1981,\N,10/25/1981,11/20/1981,11/28/1981,snowmachine,,,
1179,382,1982,10/15/1982,\N,10/12/1982,10/30/1982,11/1/1982,,,,
1180,384,1997,10/10/1997,\N,10/27/1997,\N,\N,,,,
1181,384,1998,10/4/1998,\N,10/4/1998,\N,\N,,,,
1182,384,1999,10/18/1999,\N,10/18/1999,\N,\N,,,,
1183,384,2000,10/2/2000,\N,10/22/2000,\N,\N,,,,
1184,385,1970,10/1/1970,\N,10/10/1970,10/28/1970,11/7/1970,snowmachine,,,
1185,385,1971,10/4/1971,\N,10/15/1971,11/20/1971,12/11/1971,snowmachine,,,
1186,385,1972,9/30/1972,\N,9/30/1972,11/10/1972,11/18/1972,snowmachine,,,
1187,385,1973,10/11/1973,\N,10/10/1973,11/8/1973,11/15/1973,snowmachine,,,
1188,388,1988,10/6/1988,\N,10/13/1988,10/20/1988,10/22/1988,snowmachine,,,
1189,388,1991,10/8/1991,\N,10/12/1991,11/16/1991,11/17/1991,snowmachine,,,
1190,388,1992,9/22/1992,\N,10/29/1992,12/11/1992,12/22/1992,snowmachine,,,
1191,388,1994,10/9/1994,\N,10/17/1994,10/30/1994,11/15/1994,snowmachine,,,
1192,388,1997,10/11/1997,\N,10/12/1997,11/5/1997,11/19/1997,snowmachine,,,
1193,105,1972,11/1/1972,\N,\N,\N,\N,,,,
1194,105,1973,10/13/1973,\N,11/1/1973,12/1/1973,1/1/1973,,,,
1195,105,1976,10/15/1976,\N,\N,1/20/1976,\N,,,,
1196,109,1972,8/9/1972,\N,\N,11/30/1972,12/20/1972,,,,
1197,109,1973,11/1/1973,\N,11/5/1973,\N,12/1/1973,snowmachine,,,
1198,109,1975,10/27/1975,\N,11/1/1975,11/16/1975,11/23/1975,snowmachine,,,
1199,109,1977,10/19/1977,\N,\N,12/1/1977,12/10/1977,snowmachine,,,
1200,109,1978,11/1/1978,\N,\N,12/23/1978,12/23/1978,snowmachine,,,
1201,109,1983,11/4/1983,\N,11/21/1983,12/7/1983,\N,snowmachine,,,
1202,109,1984,10/27/1984,\N,\N,11/14/1984,11/14/1984,snowmachine,,,
1203,109,1985,10/20/1985,\N,\N,11/19/1985,11/24/1985,snowmachine,,,
1204,109,1986,10/30/1986,\N,11/20/1986,1/3/1986,12/21/1986,snowmachine,,,
1205,109,1987,11/10/1987,\N,\N,12/15/1987,1/3/1987,snowmachine,,,
1206,109,1988,10/28/1988,\N,11/15/1988,11/29/1988,11/29/1988,snowmachine,,,
1207,109,1989,10/25/1989,\N,\N,11/12/1989,11/23/1989,snowmachine,,,
1208,109,1990,10/17/1990,\N,11/15/1990,11/30/1990,11/30/1990,snowmachine,,,
1209,109,1992,10/14/1992,\N,\N,12/20/1992,12/24/1992,snowmachine,,,
1210,109,1993,11/3/1993,\N,\N,12/15/1993,12/15/1993,snowmachine,,,
1211,109,1994,10/23/1994,\N,11/1/1994,12/9/1994,12/12/1994,snowmachine,,,
1212,109,1997,10/12/1997,\N,\N,\N,12/15/1997,snowmachine,,,
1213,109,1999,10/28/1999,\N,9/27/1999,12/18/1999,12/18/1999,snowmachine,,,
1214,110,1957,11/12/1957,\N,\N,11/25/1957,\N,,,,
1215,110,1958,10/12/1958,\N,\N,10/27/1958,11/24/1958,,,,
1216,110,1959,10/5/1959,\N,\N,11/21/1959,\N,,,,
1217,110,1963,10/20/1963,\N,\N,10/26/1963,12/8/1963,pick-up,,,
1218,110,1964,10/30/1964,\N,\N,11/3/1964,12/26/1964,,,,
1219,110,1969,10/22/1969,\N,\N,\N,\N,,,,
1220,198,1998,12/13/1998,\N,11/1/1998,11/15/1998,\N,snowmachine,,,
1221,74,1937,\N,\N,\N,11/19/1937,\N,,,,
1222,74,1938,\N,\N,\N,11/3/1938,\N,,,,
1223,74,1939,\N,\N,\N,10/8/1939,\N,,,,
1224,74,1940,\N,\N,\N,10/12/1940,\N,,,,
1225,74,1941,\N,\N,\N,10/13/1941,\N,,,,
1226,74,1942,\N,\N,\N,10/10/1942,\N,,,,
1227,74,1944,\N,\N,\N,10/25/1944,\N,,,,
1228,74,1948,\N,\N,\N,\N,10/23/1948,,,,
1229,74,1949,10/11/1949,\N,\N,11/4/1949,\N,,,,
1230,74,1950,10/12/1950,\N,\N,10/31/1950,11/15/1950,,,,
1231,74,1951,10/12/1951,\N,\N,10/18/1951,\N,,,,
1232,74,1952,10/10/1952,\N,\N,10/19/1952,11/2/1952,,,,
1233,74,1953,10/17/1953,\N,\N,10/29/1953,11/4/1953,,,,
1234,74,1954,10/15/1954,\N,\N,11/10/1954,11/15/1954,,,,
1235,74,1957,10/8/1957,\N,\N,11/10/1957,11/25/1957,,,,
1236,74,1958,10/5/1958,\N,\N,10/18/1958,11/12/1958,,,,
1237,74,1959,10/12/1959,\N,\N,10/21/1959,11/23/1959,,,,
1238,74,1973,10/3/1973,\N,10/3/1973,10/17/1973,10/20/1973,snowmachine,,,
1239,74,1980,10/12/1980,\N,10/27/1980,11/2/1980,11/5/1980,snowmachine,,,
1240,454,1960,10/12/1960,\N,10/12/1960,10/27/1960,11/16/1960,,,,
1241,454,1961,10/12/1961,\N,10/12/1961,10/28/1961,10/28/1961,jeep,,,
1242,454,1962,10/27/1962,\N,10/10/1962,11/2/1962,11/4/1962,jeep,,,
1243,454,1963,10/8/1963,\N,10/16/1963,10/20/1963,11/4/1963,,,,
1244,454,1964,10/20/1964,\N,10/20/1964,10/24/1964,10/26/1964,,,,
1245,454,1966,10/17/1966,\N,\N,10/20/1966,10/26/1966,,,,
1246,454,1967,10/19/1967,\N,\N,10/21/1967,10/23/1967,,,,
1247,454,1969,10/24/1969,\N,\N,10/29/1969,11/1/1969,,,,
1248,454,1970,10/31/1970,\N,\N,11/4/1970,11/7/1970,snowmachine,,,
1249,454,1971,10/15/1971,\N,10/15/1971,10/19/1971,10/21/1971,snowmachine,,,
1250,454,1972,10/31/1972,\N,\N,11/4/1972,11/7/1972,,,,
1251,454,1973,10/15/1973,\N,10/15/1973,10/19/1973,10/21/1973,,,,
1252,454,1974,10/12/1974,\N,10/9/1974,10/16/1974,10/20/1974,snowmachine,,,
1253,454,1981,10/18/1981,\N,10/28/1981,10/31/1981,11/4/1981,snowmachine,,,
1254,514,1993,10/22/1993,\N,10/3/1993,\N,\N,,,,
1255,514,1994,10/19/1994,\N,\N,\N,\N,,, 10-21 observed numerous ice dams\, upstream of gage
1256,514,2000,10/10/2000,\N,10/21/2000,11/25/2000,12/3/2000,1/2 ton pickup,,,
1257,200,1948,10/24/1948,\N,\N,11/2/1948,\N,,,,
1258,200,1949,11/6/1949,\N,\N,11/11/1949,\N,,,,
1259,202,1949,11/1/1949,\N,\N,11/10/1949,\N,,,,
1260,202,1950,\N,\N,\N,10/31/1950,\N,,,,
1261,202,1951,\N,\N,\N,11/10/1951,\N,,,,
1262,202,1952,11/15/1952,\N,\N,12/5/1952,\N,,,,
1263,202,1953,10/27/1953,\N,\N,\N,\N,,,,
1264,202,1954,11/18/1954,\N,\N,\N,\N,,,,
1265,202,1955,10/10/1955,\N,\N,11/10/1955,11/20/1955,,,,
1266,202,1956,10/28/1956,\N,\N,\N,\N,,,,
1267,202,1957,11/18/1957,\N,\N,12/15/1957,12/15/1957,,,,
1268,202,1958,10/21/1958,\N,\N,\N,\N,,,,
1269,202,1959,9/24/1959,\N,\N,\N,\N,,,,
1270,202,1960,11/10/1960,\N,\N,11/20/1960,11/27/1960,jeep,,,
1271,202,1962,11/1/1962,\N,\N,11/22/1962,\N,,,,
1272,202,1963,10/15/1963,\N,\N,11/15/1963,12/1/1963,pickup,,,
1273,202,1964,10/19/1964,\N,10/19/1964,12/6/1964,1/1/1964,,,,
1274,202,1968,10/10/1968,\N,\N,\N,10/15/1968,,,,
1275,202,1969,\N,\N,\N,11/20/1969,12/15/1969,,,,
1276,202,1970,10/20/1970,\N,\N,11/20/1970,11/26/1970,,,,
1277,202,1971,10/1/1971,\N,\N,12/20/1971,12/30/1971,,,,
1278,202,1973,10/14/1973,\N,\N,12/1/1973,12/8/1973,,,,
1279,202,1974,11/9/1974,\N,\N,12/20/1974,12/30/1974,snowmachine,,,
1280,202,1975,10/25/1975,\N,10/29/1975,11/18/1975,11/29/1975,snowmachine,,,
1281,202,1977,10/17/1977,\N,10/22/1977,11/14/1977,11/19/1977,snowmachine,,,
1282,202,1978,10/25/1978,\N,11/8/1978,\N,\N,,,,
1283,202,1981,10/26/1981,\N,11/8/1981,12/18/1981,12/23/1981,snowmachine,,,
1284,202,1982,10/21/1982,\N,10/28/1982,12/2/1982,12/19/1982,snowmachine,,,
1285,202,1984,10/12/1984,\N,10/22/1984,11/14/1984,11/26/1984,snowmachine,,,
1286,202,1985,10/19/1985,\N,10/21/1985,11/4/1985,11/12/1985,snowmachine,,,
1287,202,1988,10/13/1988,\N,10/17/1988,11/6/1988,11/15/1988,snowmachine,,,
1288,202,1989,10/21/1989,\N,10/26/1989,11/6/1989,11/18/1989,four wheeler,,,
1289,202,1992,\N,\N,10/7/1992,10/30/1992,\N,,,,
1290,202,1994,10/21/1994,\N,9/30/1994,11/23/1994,11/23/1994,snowmachine,,,
1291,202,1995,11/4/1995,\N,11/5/1995,11/12/1995,11/12/1995,snowmachine,,,
1292,202,1996,10/10/1996,\N,10/12/1996,\N,\N,,,,
1293,202,1998,11/5/1998,\N,11/5/1998,12/1/1998,\N,,,,
1294,203,1973,10/14/1973,\N,\N,12/1/1973,12/8/1973,snowmachine,,,
1295,203,1974,10/9/1974,\N,11/4/1974,11/15/1974,11/17/1974,snowmachine,,,
1296,203,1975,10/22/1975,\N,10/23/1975,10/30/1975,11/6/1975,snowmachine,,,
1297,203,1977,10/17/1977,\N,10/20/1977,11/10/1977,11/17/1977,snowmachine,,,
1298,203,1978,10/21/1978,\N,10/17/1978,\N,\N,,,,
1299,457,1999,9/27/1999,\N,\N,10/8/1999,10/24/1999,snowmachine,,,
1300,457,2000,9/18/2000,\N,9/29/2000,10/8/2000,10/17/2000,snowmachine,,,
1301,457,2001,9/25/2001,\N,10/11/2001,10/18/2001,10/30/2001,snowmachine,,,
1302,457,2002,10/5/2002,\N,10/9/2002,10/14/2002,10/18/2002,snowmachine,,,
1303,207,1989,10/15/1989,\N,10/20/1989,11/15/1989,11/30/1989,snowmachine,,,
1304,207,1990,\N,\N,11/1/1990,11/6/1990,11/10/1990,snowmachine,,,
1305,207,1993,10/21/1993,\N,11/20/1993,11/30/1993,11/30/1993,snowmachine,,,
1306,207,1994,\N,\N,10/28/1994,11/7/1994,11/10/1994,snowmachine,,,
1307,207,2000,10/21/2000,\N,11/4/2000,11/21/2000,11/21/2000,snowmachine,,,
1308,207,2001,10/13/2001,\N,10/19/2001,11/1/2001,11/1/2001,snowmachine,,,
1309,462,1960,10/14/1960,\N,10/14/1960,11/1/1960,10/14/1960,,,,
1310,462,1962,10/26/1962,\N,10/12/1962,11/5/1962,11/16/1962,jeep,,,
1311,462,1963,10/13/1963,\N,11/16/1963,10/19/1963,11/1/1963,,,,
1312,462,1965,10/11/1965,\N,10/11/1965,10/30/1965,11/2/1965,jeep,,,
1313,462,1966,10/19/1966,\N,10/19/1966,10/26/1966,10/29/1966,,,,
1314,462,1967,10/18/1967,\N,10/19/1967,10/25/1967,11/20/1967,jeep,,,
1315,462,1968,10/8/1968,\N,\N,11/2/1968,11/15/1968,,,,
1316,462,1969,10/28/1969,\N,11/1/1969,11/6/1969,11/9/1969,,,,
1317,462,1970,10/2/1970,\N,10/27/1970,11/2/1970,11/2/1970,,,,
1318,462,1971,10/10/1971,\N,11/4/1971,11/4/1971,11/10/1971,,,,
1319,462,1972,10/6/1972,\N,11/5/1972,11/9/1972,11/10/1972,,,,
1320,462,1973,10/9/1973,\N,10/9/1973,10/15/1973,10/16/1973,,,,
1321,462,1974,10/2/1974,\N,10/25/1974,10/25/1974,10/25/1974,snowmachine,,,
1322,462,1975,10/10/1975,\N,10/10/1975,11/12/1975,11/12/1975,snowmachine,,,
1323,462,1982,10/17/1982,\N,10/20/1982,11/15/1982,11/30/1982,snowmachine,,,
1324,462,1983,10/17/1983,\N,10/17/1983,10/30/1983,10/30/1983,snowmachine,,,
1325,462,1984,10/19/1984,\N,10/23/1984,11/4/1984,11/10/1984,snowmachine,,,
1326,462,1989,10/17/1989,\N,10/19/1989,11/7/1989,11/10/1989,snowmachine,,,
1327,463,1940,\N,\N,\N,11/3/1940,\N,,,,
1328,463,1941,\N,\N,\N,10/26/1941,\N,,,,
1329,463,1942,\N,\N,\N,11/9/1942,\N,,,,
1330,463,1943,\N,\N,\N,11/16/1943,\N,,,,
1331,463,1944,\N,\N,\N,11/12/1944,\N,,,,
1332,463,1945,\N,\N,\N,11/12/1945,\N,,,,
1333,463,1946,\N,\N,\N,11/2/1946,\N,,,,
1334,463,1947,10/13/1947,\N,\N,11/26/1947,\N,,,,
1335,463,1948,10/14/1948,\N,\N,10/27/1948,\N,,,,
1336,463,1952,10/12/1952,\N,\N,11/24/1952,\N,,,,
1337,463,1953,10/19/1953,\N,\N,11/1/1953,\N,,,,
1338,463,1954,10/11/1954,\N,\N,11/8/1954,\N,,,,
1339,463,1955,10/13/1955,\N,\N,11/8/1955,\N,,,,
1340,463,1956,10/10/1956,\N,\N,10/18/1956,\N,,,,
1341,463,1958,10/5/1958,\N,\N,11/2/1958,\N,,,,
1342,463,1959,10/11/1959,\N,\N,11/4/1959,\N,,,,
1343,463,1960,10/11/1960,\N,\N,10/30/1960,11/6/1960,,,,
1344,463,1961,10/8/1961,\N,10/18/1961,11/20/1961,\N,,,,
1345,463,1962,10/23/1962,\N,11/3/1962,\N,11/23/1962,truck,,,
1346,463,1963,10/18/1963,\N,10/18/1963,11/8/1963,11/20/1963,plane,,,
1347,463,1965,10/12/1965,\N,\N,11/1/1965,11/12/1965,truck,,,
1348,463,1968,10/17/1968,\N,\N,12/1/1968,12/1/1968,,,,
1349,463,1969,10/21/1969,\N,\N,11/1/1969,11/1/1969,,,,
1350,463,1970,10/15/1970,\N,\N,11/1/1970,11/1/1970,,,,
1351,463,1971,10/21/1971,\N,\N,\N,\N,,,,
1352,463,1972,10/1/1972,\N,10/1/1972,11/8/1972,11/8/1972,dog team,,,
1353,463,1973,10/9/1973,\N,10/15/1973,10/25/1973,10/28/1973,snowmachine,,,
1354,463,1974,10/2/1974,\N,10/3/1974,11/15/1974,11/25/1974,snowmachine,,,
1355,463,1975,10/12/1975,\N,10/12/1975,11/6/1975,11/10/1975,dog team,,,
1356,463,1977,10/13/1977,\N,10/13/1977,11/16/1977,11/18/1977,dog team,,,
1357,463,1979,10/5/1979,\N,9/29/1979,\N,\N,,,,
1358,463,1980,10/30/1980,\N,10/17/1980,11/20/1980,12/1/1980,snowmachine,,,
1359,463,1982,10/14/1982,\N,10/18/1982,11/10/1982,11/18/1982,snowmachine,,,
1360,463,1996,10/4/1996,\N,10/4/1996,10/10/1996,10/12/1996,snowmachine,,,
1361,463,1997,10/10/1997,\N,10/10/1997,10/20/1997,10/20/1997,snowmachine,,,
1362,463,1998,10/8/1998,\N,10/8/1998,10/14/1998,10/17/1998,snowmachine,,,
1363,463,1999,10/8/1999,\N,10/8/1999,10/25/1999,10/25/1999,snowmachine,,,
1364,463,2000,10/10/2000,\N,10/10/2000,10/30/2000,10/30/2000,snowmachine,,,
1365,463,2001,10/12/2001,\N,10/17/2001,10/28/2001,10/29/2001,snowmachine,,,
1366,465,1901,\N,\N,\N,10/15/1901,\N,,,,
1367,465,1902,\N,\N,\N,11/5/1902,\N,,,,
1368,465,1903,\N,\N,\N,10/21/1903,\N,,,,
1369,465,1904,\N,\N,\N,11/3/1904,\N,,,,
1370,465,1905,\N,\N,\N,10/23/1905,\N,,,,
1371,465,1906,\N,\N,\N,11/8/1906,\N,,,,
1372,465,1907,\N,\N,\N,10/18/1907,\N,,,,
1373,465,1908,\N,\N,\N,10/23/1908,\N,,,,
1374,465,1909,\N,\N,\N,10/2/1909,\N,,,,
1375,465,1911,\N,\N,\N,11/2/1911,\N,,,,
1376,465,1914,\N,\N,\N,11/10/1914,\N,,,,
1377,465,1916,\N,\N,\N,11/1/1916,\N,,,,
1378,465,1938,\N,\N,\N,10/4/1938,\N,,,,
1379,465,1939,\N,\N,\N,10/18/1939,\N,,,,
1380,465,1940,\N,\N,\N,11/5/1940,\N,,,,
1381,465,1941,\N,\N,\N,10/18/1941,\N,,,,
1382,465,1942,\N,\N,\N,11/8/1942,\N,,,,
1383,465,1943,\N,\N,\N,11/3/1943,\N,,,,
1384,465,1944,\N,\N,\N,11/8/1944,\N,,,,
1385,465,1945,\N,\N,\N,11/2/1945,\N,,,,
1386,465,1946,\N,\N,\N,11/1/1946,\N,,,,
1387,465,1947,\N,\N,\N,11/7/1947,\N,,,,
1388,465,1948,\N,\N,\N,11/5/1948,\N,,,,
1389,465,1949,10/10/1949,\N,\N,11/14/1949,\N,,,,
1390,465,1950,10/22/1950,\N,\N,11/1/1950,\N,,,,
1391,465,1951,\N,\N,\N,10/20/1951,10/28/1951,,,,
1392,465,1952,11/18/1952,\N,\N,11/26/1952,\N,,,,
1393,465,1955,10/1/1955,\N,\N,11/7/1955,11/21/1955,,,,
1394,465,1957,10/20/1957,\N,\N,11/4/1957,\N,,,,
1395,465,1960,9/10/1960,\N,9/18/1960,10/15/1960,12/1/1960,snowcat,,,
1396,465,1964,10/26/1964,\N,\N,11/18/1964,\N,,,,
1397,465,1977,10/15/1977,\N,10/1/1977,11/13/1977,11/13/1977,snowmachine,,,
1398,465,1983,10/20/1983,\N,10/11/1983,10/31/1983,10/31/1983,snowmachine,,,
1399,465,1987,10/27/1987,\N,10/27/1987,11/10/1987,11/10/1987,snowmachine,,,
1400,465,1990,10/16/1990,\N,10/19/1990,11/7/1990,11/7/1990,snowmachine,,,
1401,465,1992,9/27/1992,\N,9/30/1992,\N,\N,snowmachine,,,
1402,465,1993,10/22/1993,\N,10/30/1993,11/23/1993,\N,,,,
1403,465,2000,10/18/2000,\N,10/8/2000,11/12/2000,11/22/2000,snowmachine,,,
1404,469,1901,\N,\N,\N,\N,11/13/1901,,,,
1405,469,1902,\N,\N,\N,\N,11/15/1902,,,,
1406,469,1903,\N,\N,\N,\N,11/19/1903,,,,
1407,469,1904,\N,\N,\N,\N,11/13/1904,,,,
1408,469,1905,\N,\N,\N,\N,11/14/1905,,,,
1409,469,1907,\N,\N,\N,\N,11/14/1907,,,,
1410,469,1908,\N,\N,\N,\N,11/4/1908,,,,
1411,469,1909,\N,\N,\N,\N,10/29/1909,,,,
1412,469,1911,\N,\N,\N,\N,11/8/1911,,,,
1413,469,1918,\N,\N,\N,\N,11/11/1918,,,,
1414,469,1920,\N,\N,\N,\N,11/15/1920,,,,
1415,469,1921,\N,\N,\N,\N,11/20/1921,,,,
1416,469,1922,\N,\N,\N,\N,\N,,,,
1417,469,1923,\N,\N,\N,\N,11/18/1923,,,,
1418,469,1924,\N,\N,\N,\N,11/24/1924,,,,
1419,469,1925,\N,\N,\N,\N,\N,,,,
1420,469,1926,\N,\N,\N,\N,12/3/1926,,,,
1421,469,1927,\N,\N,\N,\N,11/25/1927,,,,
1422,469,1928,\N,\N,\N,\N,11/14/1928,,,,
1423,469,1929,\N,\N,\N,\N,11/29/1929,,,,
1424,469,1930,\N,\N,\N,\N,10/21/1930,,,,
1425,469,1932,\N,\N,\N,\N,11/18/1932,,,,
1426,469,1934,\N,\N,\N,\N,11/21/1934,,,,
1427,469,1938,\N,\N,\N,\N,11/26/1938,,,,
1428,469,1939,\N,\N,\N,\N,11/16/1939,,,,
1429,469,1940,\N,\N,\N,\N,11/13/1940,,,,
1430,469,1941,\N,\N,\N,\N,11/10/1941,,,,
1431,469,1942,\N,\N,\N,\N,11/11/1942,,,,
